id,lat,long,id_2,lat_2,long_2,id_total
"9","46.1799145000","-112.9652400000","10","48.1263634200","-116.1751240000","910"
"9","46.1799145000","-112.9652400000","9","46.1799145000","-112.9652400000","99"
"10","48.1263634200","-116.1751240000","100","49.7935887700","-124.9183430000","10100"
"10","48.1263634200","-116.1751240000","98","50.1222464700","-125.0564740000","1098"
"10","48.1263634200","-116.1751240000","97","50.4604304800","-124.1467120000","1097"
"10","48.1263634200","-116.1751240000","96","50.9129302100","-122.3986340000","1096"
"10","48.1263634200","-116.1751240000","95","50.7462197800","-121.4269500000","1095"
"10","48.1263634200","-116.1751240000","94","48.6571158800","-123.5175320000","1094"
"10","48.1263634200","-116.1751240000","93","49.4382733100","-124.2224790000","1093"
"10","48.1263634200","-116.1751240000","92","49.8764835700","-123.4365590000","1092"
"10","48.1263634200","-116.1751240000","89","49.6359785200","-117.9795440000","1089"
"10","48.1263634200","-116.1751240000","88","48.9870156000","-119.3551630000","1088"
"10","48.1263634200","-116.1751240000","86","48.7950688200","-124.0395790000","1086"
"10","48.1263634200","-116.1751240000","85","48.4248857400","-117.7738870000","1085"
"10","48.1263634200","-116.1751240000","84","47.7622123300","-117.8607200000","1084"
"10","48.1263634200","-116.1751240000","83","47.3828889300","-116.5125230000","1083"
"10","48.1263634200","-116.1751240000","81","47.3143365100","-120.6896500000","1081"
"10","48.1263634200","-116.1751240000","57","44.7756118200","-123.8522020000","1057"
"10","48.1263634200","-116.1751240000","56","45.1914965100","-123.7448030000","1056"
"10","48.1263634200","-116.1751240000","41","46.2396430700","-122.0994960000","1041"
"10","48.1263634200","-116.1751240000","40","47.2936767900","-123.1816370000","1040"
"10","48.1263634200","-116.1751240000","39","47.0224387800","-123.5006580000","1039"
"10","48.1263634200","-116.1751240000","38","46.7104448000","-123.8730830000","1038"
"10","48.1263634200","-116.1751240000","35","47.0772485300","-123.9686490000","1035"
"10","48.1263634200","-116.1751240000","34","47.3850263800","-124.0754580000","1034"
"10","48.1263634200","-116.1751240000","32","47.9401508000","-123.7297350000","1032"
"10","48.1263634200","-116.1751240000","31","47.8263151600","-122.9132100000","1031"
"10","48.1263634200","-116.1751240000","30","46.8453611100","-122.7796990000","1030"
"10","48.1263634200","-116.1751240000","29","47.1531389600","-122.2906270000","1029"
"10","48.1263634200","-116.1751240000","28","47.4552952900","-122.1866290000","1028"
"10","48.1263634200","-116.1751240000","27","47.6295622000","-122.2540880000","1027"
"10","48.1263634200","-116.1751240000","26","47.1728142600","-121.6132350000","1026"
"10","48.1263634200","-116.1751240000","25","47.5874008500","-121.4825350000","1025"
"10","48.1263634200","-116.1751240000","24","47.8502065900","-121.9210130000","1024"
"10","48.1263634200","-116.1751240000","23","48.6554883500","-122.5674870000","1023"
"10","48.1263634200","-116.1751240000","22","48.3139814300","-122.0222000000","1022"
"10","48.1263634200","-116.1751240000","21","48.5079236300","-122.3594910000","1021"
"10","48.1263634200","-116.1751240000","20","48.7974315600","-121.9870660000","1020"
"10","48.1263634200","-116.1751240000","19","48.9196994700","-122.6644580000","1019"
"10","48.1263634200","-116.1751240000","18","49.1979643700","-122.1332250000","1018"
"10","48.1263634200","-116.1751240000","14","46.9711424700","-119.8572150000","1014"
"10","48.1263634200","-116.1751240000","11","48.0701482900","-119.0224200000","1011"
"10","48.1263634200","-116.1751240000","10","48.1263634200","-116.1751240000","1010"
"10","48.1263634200","-116.1751240000","9","46.1799145000","-112.9652400000","109"
"11","48.0701482900","-119.0224200000","100","49.7935887700","-124.9183430000","11100"
"11","48.0701482900","-119.0224200000","98","50.1222464700","-125.0564740000","1198"
"11","48.0701482900","-119.0224200000","97","50.4604304800","-124.1467120000","1197"
"11","48.0701482900","-119.0224200000","96","50.9129302100","-122.3986340000","1196"
"11","48.0701482900","-119.0224200000","95","50.7462197800","-121.4269500000","1195"
"11","48.0701482900","-119.0224200000","94","48.6571158800","-123.5175320000","1194"
"11","48.0701482900","-119.0224200000","93","49.4382733100","-124.2224790000","1193"
"11","48.0701482900","-119.0224200000","92","49.8764835700","-123.4365590000","1192"
"11","48.0701482900","-119.0224200000","89","49.6359785200","-117.9795440000","1189"
"11","48.0701482900","-119.0224200000","88","48.9870156000","-119.3551630000","1188"
"11","48.0701482900","-119.0224200000","86","48.7950688200","-124.0395790000","1186"
"11","48.0701482900","-119.0224200000","85","48.4248857400","-117.7738870000","1185"
"11","48.0701482900","-119.0224200000","84","47.7622123300","-117.8607200000","1184"
"11","48.0701482900","-119.0224200000","83","47.3828889300","-116.5125230000","1183"
"11","48.0701482900","-119.0224200000","81","47.3143365100","-120.6896500000","1181"
"11","48.0701482900","-119.0224200000","57","44.7756118200","-123.8522020000","1157"
"11","48.0701482900","-119.0224200000","56","45.1914965100","-123.7448030000","1156"
"11","48.0701482900","-119.0224200000","41","46.2396430700","-122.0994960000","1141"
"11","48.0701482900","-119.0224200000","40","47.2936767900","-123.1816370000","1140"
"11","48.0701482900","-119.0224200000","39","47.0224387800","-123.5006580000","1139"
"11","48.0701482900","-119.0224200000","38","46.7104448000","-123.8730830000","1138"
"11","48.0701482900","-119.0224200000","35","47.0772485300","-123.9686490000","1135"
"11","48.0701482900","-119.0224200000","34","47.3850263800","-124.0754580000","1134"
"11","48.0701482900","-119.0224200000","32","47.9401508000","-123.7297350000","1132"
"11","48.0701482900","-119.0224200000","31","47.8263151600","-122.9132100000","1131"
"11","48.0701482900","-119.0224200000","30","46.8453611100","-122.7796990000","1130"
"11","48.0701482900","-119.0224200000","29","47.1531389600","-122.2906270000","1129"
"11","48.0701482900","-119.0224200000","28","47.4552952900","-122.1866290000","1128"
"11","48.0701482900","-119.0224200000","27","47.6295622000","-122.2540880000","1127"
"11","48.0701482900","-119.0224200000","26","47.1728142600","-121.6132350000","1126"
"11","48.0701482900","-119.0224200000","25","47.5874008500","-121.4825350000","1125"
"11","48.0701482900","-119.0224200000","24","47.8502065900","-121.9210130000","1124"
"11","48.0701482900","-119.0224200000","23","48.6554883500","-122.5674870000","1123"
"11","48.0701482900","-119.0224200000","22","48.3139814300","-122.0222000000","1122"
"11","48.0701482900","-119.0224200000","21","48.5079236300","-122.3594910000","1121"
"11","48.0701482900","-119.0224200000","20","48.7974315600","-121.9870660000","1120"
"11","48.0701482900","-119.0224200000","19","48.9196994700","-122.6644580000","1119"
"11","48.0701482900","-119.0224200000","18","49.1979643700","-122.1332250000","1118"
"11","48.0701482900","-119.0224200000","14","46.9711424700","-119.8572150000","1114"
"11","48.0701482900","-119.0224200000","11","48.0701482900","-119.0224200000","1111"
"11","48.0701482900","-119.0224200000","10","48.1263634200","-116.1751240000","1110"
"11","48.0701482900","-119.0224200000","9","46.1799145000","-112.9652400000","119"
"12","46.7519034600","-118.3084880000","82","46.0301211400","-118.5919460000","1282"
"12","46.7519034600","-118.3084880000","77","42.0997822800","-120.5822510000","1277"
"12","46.7519034600","-118.3084880000","76","42.8287230400","-121.0918240000","1276"
"12","46.7519034600","-118.3084880000","16","46.2628318100","-120.3687730000","1216"
"12","46.7519034600","-118.3084880000","15","45.8918119500","-120.4587170000","1215"
"12","46.7519034600","-118.3084880000","13","47.0554651700","-119.0617710000","1213"
"12","46.7519034600","-118.3084880000","12","46.7519034600","-118.3084880000","1212"
"12","46.7519034600","-118.3084880000","6","45.6964643600","-116.5334950000","126"
"12","46.7519034600","-118.3084880000","4","45.2157732700","-119.2046090000","124"
"12","46.7519034600","-118.3084880000","3","45.6572601200","-118.7926950000","123"
"12","46.7519034600","-118.3084880000","1","44.3334596900","-121.1333410000","121"
"12","46.7519034600","-118.3084880000","0","44.9447288600","-122.0107700000","120"
"13","47.0554651700","-119.0617710000","82","46.0301211400","-118.5919460000","1382"
"13","47.0554651700","-119.0617710000","77","42.0997822800","-120.5822510000","1377"
"13","47.0554651700","-119.0617710000","76","42.8287230400","-121.0918240000","1376"
"13","47.0554651700","-119.0617710000","16","46.2628318100","-120.3687730000","1316"
"13","47.0554651700","-119.0617710000","15","45.8918119500","-120.4587170000","1315"
"13","47.0554651700","-119.0617710000","13","47.0554651700","-119.0617710000","1313"
"13","47.0554651700","-119.0617710000","12","46.7519034600","-118.3084880000","1312"
"13","47.0554651700","-119.0617710000","6","45.6964643600","-116.5334950000","136"
"13","47.0554651700","-119.0617710000","4","45.2157732700","-119.2046090000","134"
"13","47.0554651700","-119.0617710000","3","45.6572601200","-118.7926950000","133"
"13","47.0554651700","-119.0617710000","1","44.3334596900","-121.1333410000","131"
"13","47.0554651700","-119.0617710000","0","44.9447288600","-122.0107700000","130"
"14","46.9711424700","-119.8572150000","100","49.7935887700","-124.9183430000","14100"
"14","46.9711424700","-119.8572150000","98","50.1222464700","-125.0564740000","1498"
"14","46.9711424700","-119.8572150000","97","50.4604304800","-124.1467120000","1497"
"14","46.9711424700","-119.8572150000","96","50.9129302100","-122.3986340000","1496"
"14","46.9711424700","-119.8572150000","95","50.7462197800","-121.4269500000","1495"
"14","46.9711424700","-119.8572150000","94","48.6571158800","-123.5175320000","1494"
"14","46.9711424700","-119.8572150000","93","49.4382733100","-124.2224790000","1493"
"14","46.9711424700","-119.8572150000","92","49.8764835700","-123.4365590000","1492"
"14","46.9711424700","-119.8572150000","89","49.6359785200","-117.9795440000","1489"
"14","46.9711424700","-119.8572150000","88","48.9870156000","-119.3551630000","1488"
"14","46.9711424700","-119.8572150000","86","48.7950688200","-124.0395790000","1486"
"14","46.9711424700","-119.8572150000","85","48.4248857400","-117.7738870000","1485"
"14","46.9711424700","-119.8572150000","84","47.7622123300","-117.8607200000","1484"
"14","46.9711424700","-119.8572150000","83","47.3828889300","-116.5125230000","1483"
"14","46.9711424700","-119.8572150000","81","47.3143365100","-120.6896500000","1481"
"14","46.9711424700","-119.8572150000","57","44.7756118200","-123.8522020000","1457"
"14","46.9711424700","-119.8572150000","56","45.1914965100","-123.7448030000","1456"
"14","46.9711424700","-119.8572150000","41","46.2396430700","-122.0994960000","1441"
"14","46.9711424700","-119.8572150000","40","47.2936767900","-123.1816370000","1440"
"14","46.9711424700","-119.8572150000","39","47.0224387800","-123.5006580000","1439"
"14","46.9711424700","-119.8572150000","38","46.7104448000","-123.8730830000","1438"
"14","46.9711424700","-119.8572150000","35","47.0772485300","-123.9686490000","1435"
"14","46.9711424700","-119.8572150000","34","47.3850263800","-124.0754580000","1434"
"14","46.9711424700","-119.8572150000","32","47.9401508000","-123.7297350000","1432"
"14","46.9711424700","-119.8572150000","31","47.8263151600","-122.9132100000","1431"
"14","46.9711424700","-119.8572150000","30","46.8453611100","-122.7796990000","1430"
"14","46.9711424700","-119.8572150000","29","47.1531389600","-122.2906270000","1429"
"14","46.9711424700","-119.8572150000","28","47.4552952900","-122.1866290000","1428"
"14","46.9711424700","-119.8572150000","27","47.6295622000","-122.2540880000","1427"
"14","46.9711424700","-119.8572150000","26","47.1728142600","-121.6132350000","1426"
"14","46.9711424700","-119.8572150000","25","47.5874008500","-121.4825350000","1425"
"14","46.9711424700","-119.8572150000","24","47.8502065900","-121.9210130000","1424"
"14","46.9711424700","-119.8572150000","23","48.6554883500","-122.5674870000","1423"
"14","46.9711424700","-119.8572150000","22","48.3139814300","-122.0222000000","1422"
"14","46.9711424700","-119.8572150000","21","48.5079236300","-122.3594910000","1421"
"14","46.9711424700","-119.8572150000","20","48.7974315600","-121.9870660000","1420"
"14","46.9711424700","-119.8572150000","19","48.9196994700","-122.6644580000","1419"
"14","46.9711424700","-119.8572150000","18","49.1979643700","-122.1332250000","1418"
"14","46.9711424700","-119.8572150000","14","46.9711424700","-119.8572150000","1414"
"14","46.9711424700","-119.8572150000","11","48.0701482900","-119.0224200000","1411"
"14","46.9711424700","-119.8572150000","10","48.1263634200","-116.1751240000","1410"
"14","46.9711424700","-119.8572150000","9","46.1799145000","-112.9652400000","149"
"15","45.8918119500","-120.4587170000","82","46.0301211400","-118.5919460000","1582"
"15","45.8918119500","-120.4587170000","77","42.0997822800","-120.5822510000","1577"
"15","45.8918119500","-120.4587170000","76","42.8287230400","-121.0918240000","1576"
"15","45.8918119500","-120.4587170000","16","46.2628318100","-120.3687730000","1516"
"15","45.8918119500","-120.4587170000","15","45.8918119500","-120.4587170000","1515"
"15","45.8918119500","-120.4587170000","13","47.0554651700","-119.0617710000","1513"
"15","45.8918119500","-120.4587170000","12","46.7519034600","-118.3084880000","1512"
"15","45.8918119500","-120.4587170000","6","45.6964643600","-116.5334950000","156"
"15","45.8918119500","-120.4587170000","4","45.2157732700","-119.2046090000","154"
"15","45.8918119500","-120.4587170000","3","45.6572601200","-118.7926950000","153"
"15","45.8918119500","-120.4587170000","1","44.3334596900","-121.1333410000","151"
"15","45.8918119500","-120.4587170000","0","44.9447288600","-122.0107700000","150"
"16","46.2628318100","-120.3687730000","82","46.0301211400","-118.5919460000","1682"
"16","46.2628318100","-120.3687730000","77","42.0997822800","-120.5822510000","1677"
"16","46.2628318100","-120.3687730000","76","42.8287230400","-121.0918240000","1676"
"16","46.2628318100","-120.3687730000","16","46.2628318100","-120.3687730000","1616"
"16","46.2628318100","-120.3687730000","15","45.8918119500","-120.4587170000","1615"
"16","46.2628318100","-120.3687730000","13","47.0554651700","-119.0617710000","1613"
"16","46.2628318100","-120.3687730000","12","46.7519034600","-118.3084880000","1612"
"16","46.2628318100","-120.3687730000","6","45.6964643600","-116.5334950000","166"
"16","46.2628318100","-120.3687730000","4","45.2157732700","-119.2046090000","164"
"16","46.2628318100","-120.3687730000","3","45.6572601200","-118.7926950000","163"
"16","46.2628318100","-120.3687730000","1","44.3334596900","-121.1333410000","161"
"16","46.2628318100","-120.3687730000","0","44.9447288600","-122.0107700000","160"
"17","49.5324444000","-120.3877450000","90","43.1523438000","-123.3653400000","1790"
"17","49.5324444000","-120.3877450000","75","42.1112076900","-122.8102050000","1775"
"17","49.5324444000","-120.3877450000","74","41.9832431700","-124.0624290000","1774"
"17","49.5324444000","-120.3877450000","73","42.1706197900","-123.9436050000","1773"
"17","49.5324444000","-120.3877450000","70","42.5453730300","-123.5962730000","1770"
"17","49.5324444000","-120.3877450000","69","42.8538589200","-123.7790790000","1769"
"17","49.5324444000","-120.3877450000","67","42.5956448000","-124.3252140000","1767"
"17","49.5324444000","-120.3877450000","37","46.4729358700","-123.3418500000","1737"
"17","49.5324444000","-120.3877450000","36","46.5867715100","-122.8626160000","1736"
"17","49.5324444000","-120.3877450000","17","49.5324444000","-120.3877450000","1717"
"18","49.1979643700","-122.1332250000","100","49.7935887700","-124.9183430000","18100"
"18","49.1979643700","-122.1332250000","98","50.1222464700","-125.0564740000","1898"
"18","49.1979643700","-122.1332250000","97","50.4604304800","-124.1467120000","1897"
"18","49.1979643700","-122.1332250000","96","50.9129302100","-122.3986340000","1896"
"18","49.1979643700","-122.1332250000","95","50.7462197800","-121.4269500000","1895"
"18","49.1979643700","-122.1332250000","94","48.6571158800","-123.5175320000","1894"
"18","49.1979643700","-122.1332250000","93","49.4382733100","-124.2224790000","1893"
"18","49.1979643700","-122.1332250000","92","49.8764835700","-123.4365590000","1892"
"18","49.1979643700","-122.1332250000","89","49.6359785200","-117.9795440000","1889"
"18","49.1979643700","-122.1332250000","88","48.9870156000","-119.3551630000","1888"
"18","49.1979643700","-122.1332250000","86","48.7950688200","-124.0395790000","1886"
"18","49.1979643700","-122.1332250000","85","48.4248857400","-117.7738870000","1885"
"18","49.1979643700","-122.1332250000","84","47.7622123300","-117.8607200000","1884"
"18","49.1979643700","-122.1332250000","83","47.3828889300","-116.5125230000","1883"
"18","49.1979643700","-122.1332250000","81","47.3143365100","-120.6896500000","1881"
"18","49.1979643700","-122.1332250000","57","44.7756118200","-123.8522020000","1857"
"18","49.1979643700","-122.1332250000","56","45.1914965100","-123.7448030000","1856"
"18","49.1979643700","-122.1332250000","41","46.2396430700","-122.0994960000","1841"
"18","49.1979643700","-122.1332250000","40","47.2936767900","-123.1816370000","1840"
"18","49.1979643700","-122.1332250000","39","47.0224387800","-123.5006580000","1839"
"18","49.1979643700","-122.1332250000","38","46.7104448000","-123.8730830000","1838"
"18","49.1979643700","-122.1332250000","35","47.0772485300","-123.9686490000","1835"
"18","49.1979643700","-122.1332250000","34","47.3850263800","-124.0754580000","1834"
"18","49.1979643700","-122.1332250000","32","47.9401508000","-123.7297350000","1832"
"18","49.1979643700","-122.1332250000","31","47.8263151600","-122.9132100000","1831"
"18","49.1979643700","-122.1332250000","30","46.8453611100","-122.7796990000","1830"
"18","49.1979643700","-122.1332250000","29","47.1531389600","-122.2906270000","1829"
"18","49.1979643700","-122.1332250000","28","47.4552952900","-122.1866290000","1828"
"18","49.1979643700","-122.1332250000","27","47.6295622000","-122.2540880000","1827"
"18","49.1979643700","-122.1332250000","26","47.1728142600","-121.6132350000","1826"
"18","49.1979643700","-122.1332250000","25","47.5874008500","-121.4825350000","1825"
"18","49.1979643700","-122.1332250000","24","47.8502065900","-121.9210130000","1824"
"18","49.1979643700","-122.1332250000","23","48.6554883500","-122.5674870000","1823"
"18","49.1979643700","-122.1332250000","22","48.3139814300","-122.0222000000","1822"
"18","49.1979643700","-122.1332250000","21","48.5079236300","-122.3594910000","1821"
"18","49.1979643700","-122.1332250000","20","48.7974315600","-121.9870660000","1820"
"18","49.1979643700","-122.1332250000","19","48.9196994700","-122.6644580000","1819"
"18","49.1979643700","-122.1332250000","18","49.1979643700","-122.1332250000","1818"
"18","49.1979643700","-122.1332250000","14","46.9711424700","-119.8572150000","1814"
"18","49.1979643700","-122.1332250000","11","48.0701482900","-119.0224200000","1811"
"18","49.1979643700","-122.1332250000","10","48.1263634200","-116.1751240000","1810"
"18","49.1979643700","-122.1332250000","9","46.1799145000","-112.9652400000","189"
"19","48.9196994700","-122.6644580000","100","49.7935887700","-124.9183430000","19100"
"19","48.9196994700","-122.6644580000","98","50.1222464700","-125.0564740000","1998"
"19","48.9196994700","-122.6644580000","97","50.4604304800","-124.1467120000","1997"
"19","48.9196994700","-122.6644580000","96","50.9129302100","-122.3986340000","1996"
"19","48.9196994700","-122.6644580000","95","50.7462197800","-121.4269500000","1995"
"19","48.9196994700","-122.6644580000","94","48.6571158800","-123.5175320000","1994"
"19","48.9196994700","-122.6644580000","93","49.4382733100","-124.2224790000","1993"
"19","48.9196994700","-122.6644580000","92","49.8764835700","-123.4365590000","1992"
"19","48.9196994700","-122.6644580000","89","49.6359785200","-117.9795440000","1989"
"19","48.9196994700","-122.6644580000","88","48.9870156000","-119.3551630000","1988"
"19","48.9196994700","-122.6644580000","86","48.7950688200","-124.0395790000","1986"
"19","48.9196994700","-122.6644580000","85","48.4248857400","-117.7738870000","1985"
"19","48.9196994700","-122.6644580000","84","47.7622123300","-117.8607200000","1984"
"19","48.9196994700","-122.6644580000","83","47.3828889300","-116.5125230000","1983"
"19","48.9196994700","-122.6644580000","81","47.3143365100","-120.6896500000","1981"
