target,source,flow,source_lat,source_lon,target_lat,target_lon
41003,6055,7,38.5065,-122.3306,44.4917,-123.4285
41005,6055,13,38.5065,-122.3306,45.1879,-122.2203
41011,6055,18,38.5065,-122.3306,43.1742,-124.0597
41013,6055,6,38.5065,-122.3306,44.1422,-120.356
41029,6055,67,38.5065,-122.3306,42.4321,-122.7283
41047,6055,16,38.5065,-122.3306,44.9032,-122.5846
41051,6055,57,38.5065,-122.3306,45.5465,-122.4147
53033,6055,40,38.5065,-122.3306,47.49,-121.8065
53051,6055,48,38.5065,-122.3306,48.5324,-117.2739
53055,6055,2,38.5065,-122.3306,48.5786,-122.9535
53057,6055,2,38.5065,-122.3306,48.4795,-121.7327
41017,6057,14,39.3015,-120.7683,43.9146,-121.2269
41035,6057,16,39.3015,-120.7683,42.6863,-121.65
41039,6057,10,39.3015,-120.7683,43.9386,-122.8473
41047,6057,4,39.3015,-120.7683,44.9032,-122.5846
41051,6057,40,39.3015,-120.7683,45.5465,-122.4147
41067,6057,5,39.3015,-120.7683,45.5598,-123.0983
16057,6057,5,39.3015,-120.7683,46.8156,-116.7116
16065,6057,5,39.3015,-120.7683,43.7843,-111.6604
16075,6057,3,39.3015,-120.7683,44.0068,-116.7605
53041,6057,53,39.3015,-120.7683,46.5775,-122.3919
53057,6057,29,39.3015,-120.7683,48.4795,-121.7327
53077,6057,17,39.3015,-120.7683,46.4568,-120.7387
41001,6059,64,33.7031,-117.7609,44.7091,-117.6755
41003,6059,37,33.7031,-117.7609,44.4917,-123.4285
41005,6059,105,33.7031,-117.7609,45.1879,-122.2203
41007,6059,24,33.7031,-117.7609,45.9948,-123.6562
41009,6059,19,33.7031,-117.7609,45.9437,-123.0891
41013,6059,15,33.7031,-117.7609,44.1422,-120.356
41017,6059,62,33.7031,-117.7609,43.9146,-121.2269
41029,6059,29,33.7031,-117.7609,42.4321,-122.7283
41033,6059,25,33.7031,-117.7609,42.3652,-123.5556
41035,6059,14,33.7031,-117.7609,42.6863,-121.65
41039,6059,347,33.7031,-117.7609,43.9386,-122.8473
41041,6059,58,33.7031,-117.7609,44.6418,-123.8681
41045,6059,13,33.7031,-117.7609,43.1935,-117.6231
41047,6059,78,33.7031,-117.7609,44.9032,-122.5846
41051,6059,313,33.7031,-117.7609,45.5465,-122.4147
41053,6059,59,33.7031,-117.7609,44.9035,-123.4131
41061,6059,9,33.7031,-117.7609,45.3105,-118.009
41067,6059,275,33.7031,-117.7609,45.5598,-123.0983
41071,6059,9,33.7031,-117.7609,45.2326,-123.3078
16001,6059,411,33.7031,-117.7609,43.4508,-116.2413
16005,6059,12,33.7031,-117.7609,42.6683,-112.2244
16007,6059,10,33.7031,-117.7609,42.2847,-111.3295
16011,6059,17,33.7031,-117.7609,43.2165,-112.3979
16027,6059,134,33.7031,-117.7609,43.6249,-116.7093
16035,6059,17,33.7031,-117.7609,46.6736,-115.6564
16055,6059,452,33.7031,-117.7609,47.6743,-116.7018
16057,6059,4,33.7031,-117.7609,46.8156,-116.7116
16059,6059,16,33.7031,-117.7609,44.9436,-113.9336
16061,6059,3,33.7031,-117.7609,46.237,-116.4262
16065,6059,132,33.7031,-117.7609,43.7843,-111.6604
16083,6059,16,33.7031,-117.7609,42.3562,-114.6682
53005,6059,19,33.7031,-117.7609,46.2396,-119.5112
53011,6059,63,33.7031,-117.7609,45.7793,-122.4826
53015,6059,23,33.7031,-117.7609,46.1935,-122.6809
53017,6059,1,33.7031,-117.7609,47.7363,-119.6915
53021,6059,75,33.7031,-117.7609,46.535,-118.8986
53033,6059,"1,110",33.7031,-117.7609,47.49,-121.8065
53035,6059,131,33.7031,-117.7609,47.6134,-122.6734
53041,6059,74,33.7031,-117.7609,46.5775,-122.3919
53051,6059,1,33.7031,-117.7609,48.5324,-117.2739
53053,6059,296,33.7031,-117.7609,47.0267,-122.1116
53055,6059,42,33.7031,-117.7609,48.5786,-122.9535
53057,6059,5,33.7031,-117.7609,48.4795,-121.7327
53061,6059,182,33.7031,-117.7609,48.0476,-121.6979
53063,6059,179,33.7031,-117.7609,47.6207,-117.404
53067,6059,72,33.7031,-117.7609,46.9268,-122.8328
53071,6059,39,33.7031,-117.7609,46.2297,-118.4786
53073,6059,77,33.7031,-117.7609,48.8256,-121.7206
53075,6059,41,33.7031,-117.7609,46.9013,-117.523
53077,6059,13,33.7031,-117.7609,46.4568,-120.7387
41005,6061,44,39.0635,-120.7178,45.1879,-122.2203
41011,6061,17,39.0635,-120.7178,43.1742,-124.0597
41015,6061,93,39.0635,-120.7178,42.4576,-124.1563
41017,6061,22,39.0635,-120.7178,43.9146,-121.2269
41019,6061,88,39.0635,-120.7178,43.2795,-123.1666
41029,6061,55,39.0635,-120.7178,42.4321,-122.7283
41033,6061,63,39.0635,-120.7178,42.3652,-123.5556
41035,6061,22,39.0635,-120.7178,42.6863,-121.65
41039,6061,38,39.0635,-120.7178,43.9386,-122.8473
41041,6061,4,39.0635,-120.7178,44.6418,-123.8681
41047,6061,99,39.0635,-120.7178,44.9032,-122.5846
41051,6061,29,39.0635,-120.7178,45.5465,-122.4147
41053,6061,14,39.0635,-120.7178,44.9035,-123.4131
41067,6061,33,39.0635,-120.7178,45.5598,-123.0983
16001,6061,147,39.0635,-120.7178,43.4508,-116.2413
16009,6061,2,39.0635,-120.7178,47.2169,-116.6588
16017,6061,18,39.0635,-120.7178,48.3001,-116.6014
16023,6061,8,39.0635,-120.7178,43.7226,-113.1721
16027,6061,79,39.0635,-120.7178,43.6249,-116.7093
16057,6061,10,39.0635,-120.7178,46.8156,-116.7116
16065,6061,14,39.0635,-120.7178,43.7843,-111.6604
53011,6061,77,39.0635,-120.7178,45.7793,-122.4826
53021,6061,6,39.0635,-120.7178,46.535,-118.8986
53029,6061,32,39.0635,-120.7178,48.1638,-122.5494
53033,6061,273,39.0635,-120.7178,47.49,-121.8065
53053,6061,98,39.0635,-120.7178,47.0267,-122.1116
53055,6061,12,39.0635,-120.7178,48.5786,-122.9535
53059,6061,12,39.0635,-120.7178,46.0226,-121.9148
53061,6061,53,39.0635,-120.7178,48.0476,-121.6979
53063,6061,34,39.0635,-120.7178,47.6207,-117.404
53073,6061,6,39.0635,-120.7178,48.8256,-121.7206
53075,6061,13,39.0635,-120.7178,46.9013,-117.523
41005,6063,2,40.0042,-120.8383,45.1879,-122.2203
41035,6063,15,40.0042,-120.8383,42.6863,-121.65
41057,6063,18,40.0042,-120.8383,45.4634,-123.7128
53063,6063,10,40.0042,-120.8383,47.6207,-117.404
41003,6065,101,33.7433,-115.994,44.4917,-123.4285
41005,6065,244,33.7433,-115.994,45.1879,-122.2203
41007,6065,8,33.7433,-115.994,45.9948,-123.6562
41011,6065,10,33.7433,-115.994,43.1742,-124.0597
41015,6065,10,33.7433,-115.994,42.4576,-124.1563
41017,6065,19,33.7433,-115.994,43.9146,-121.2269
41019,6065,29,33.7433,-115.994,43.2795,-123.1666
41029,6065,72,33.7433,-115.994,42.4321,-122.7283
41033,6065,105,33.7433,-115.994,42.3652,-123.5556
41035,6065,7,33.7433,-115.994,42.6863,-121.65
41039,6065,49,33.7433,-115.994,43.9386,-122.8473
41041,6065,7,33.7433,-115.994,44.6418,-123.8681
41043,6065,44,33.7433,-115.994,44.4887,-122.5341
41045,6065,8,33.7433,-115.994,43.1935,-117.6231
41047,6065,56,33.7433,-115.994,44.9032,-122.5846
41051,6065,284,33.7433,-115.994,45.5465,-122.4147
41053,6065,36,33.7433,-115.994,44.9035,-123.4131
41057,6065,14,33.7433,-115.994,45.4634,-123.7128
41061,6065,22,33.7433,-115.994,45.3105,-118.009
41067,6065,109,33.7433,-115.994,45.5598,-123.0983
41071,6065,56,33.7433,-115.994,45.2326,-123.3078
16001,6065,226,33.7433,-115.994,43.4508,-116.2413
16005,6065,31,33.7433,-115.994,42.6683,-112.2244
16013,6065,18,33.7433,-115.994,43.4115,-113.9797
16019,6065,39,33.7433,-115.994,43.388,-111.6148
16027,6065,150,33.7433,-115.994,43.6249,-116.7093
16053,6065,39,33.7433,-115.994,42.6899,-114.2645
16055,6065,331,33.7433,-115.994,47.6743,-116.7018
16057,6065,45,33.7433,-115.994,46.8156,-116.7116
16059,6065,35,33.7433,-115.994,44.9436,-113.9336
16067,6065,3,33.7433,-115.994,42.8542,-113.6376
16073,6065,2,33.7433,-115.994,42.5814,-116.1699
16075,6065,42,33.7433,-115.994,44.0068,-116.7605
53003,6065,52,33.7433,-115.994,46.1918,-117.2027
53005,6065,19,33.7433,-115.994,46.2396,-119.5112
53009,6065,36,33.7433,-115.994,48.0491,-123.9274
53011,6065,208,33.7433,-115.994,45.7793,-122.4826
53017,6065,18,33.7433,-115.994,47.7363,-119.6915
53027,6065,19,33.7433,-115.994,47.1498,-123.7732
53029,6065,145,33.7433,-115.994,48.1638,-122.5494
53031,6065,150,33.7433,-115.994,47.749,-123.5939
53033,6065,480,33.7433,-115.994,47.49,-121.8065
53035,6065,98,33.7433,-115.994,47.6134,-122.6734
53041,6065,7,33.7433,-115.994,46.5775,-122.3919
53049,6065,1,33.7433,-115.994,46.5553,-123.7047
53053,6065,366,33.7433,-115.994,47.0267,-122.1116
53055,6065,26,33.7433,-115.994,48.5786,-122.9535
53057,6065,81,33.7433,-115.994,48.4795,-121.7327
53061,6065,282,33.7433,-115.994,48.0476,-121.6979
53063,6065,127,33.7433,-115.994,47.6207,-117.404
53067,6065,15,33.7433,-115.994,46.9268,-122.8328
53075,6065,32,33.7433,-115.994,46.9013,-117.523
41005,6067,54,38.4488,-121.3445,45.1879,-122.2203
41009,6067,13,38.4488,-121.3445,45.9437,-123.0891
41011,6067,18,38.4488,-121.3445,43.1742,-124.0597
41015,6067,65,38.4488,-121.3445,42.4576,-124.1563
41019,6067,7,38.4488,-121.3445,43.2795,-123.1666
41027,6067,30,38.4488,-121.3445,45.5193,-121.6514
41029,6067,355,38.4488,-121.3445,42.4321,-122.7283
41033,6067,120,38.4488,-121.3445,42.3652,-123.5556
41035,6067,16,38.4488,-121.3445,42.6863,-121.65
41039,6067,341,38.4488,-121.3445,43.9386,-122.8473
41047,6067,17,38.4488,-121.3445,44.9032,-122.5846
41051,6067,284,38.4488,-121.3445,45.5465,-122.4147
41053,6067,32,38.4488,-121.3445,44.9035,-123.4131
41057,6067,4,38.4488,-121.3445,45.4634,-123.7128
41059,6067,10,38.4488,-121.3445,45.5916,-118.7366
41067,6067,725,38.4488,-121.3445,45.5598,-123.0983
41071,6067,25,38.4488,-121.3445,45.2326,-123.3078
16001,6067,175,38.4488,-121.3445,43.4508,-116.2413
16009,6067,4,38.4488,-121.3445,47.2169,-116.6588
16019,6067,6,38.4488,-121.3445,43.388,-111.6148
16027,6067,62,38.4488,-121.3445,43.6249,-116.7093
16039,6067,58,38.4488,-121.3445,43.3538,-115.4695
16049,6067,10,38.4488,-121.3445,45.8441,-115.4671
16055,6067,20,38.4488,-121.3445,47.6743,-116.7018
16057,6067,14,38.4488,-121.3445,46.8156,-116.7116
16065,6067,131,38.4488,-121.3445,43.7843,-111.6604
16075,6067,13,38.4488,-121.3445,44.0068,-116.7605
53005,6067,45,38.4488,-121.3445,46.2396,-119.5112
53007,6067,1,38.4488,-121.3445,47.8692,-120.6189
53009,6067,49,38.4488,-121.3445,48.0491,-123.9274
53011,6067,103,38.4488,-121.3445,45.7793,-122.4826
53015,6067,36,38.4488,-121.3445,46.1935,-122.6809
53029,6067,10,38.4488,-121.3445,48.1638,-122.5494
53033,6067,426,38.4488,-121.3445,47.49,-121.8065
53035,6067,4,38.4488,-121.3445,47.6134,-122.6734
53037,6067,1,38.4488,-121.3445,47.1245,-120.6796
53041,6067,1,38.4488,-121.3445,46.5775,-122.3919
53049,6067,3,38.4488,-121.3445,46.5553,-123.7047
53053,6067,230,38.4488,-121.3445,47.0267,-122.1116
53057,6067,102,38.4488,-121.3445,48.4795,-121.7327
53061,6067,120,38.4488,-121.3445,48.0476,-121.6979
53063,6067,161,38.4488,-121.3445,47.6207,-117.404
53067,6067,31,38.4488,-121.3445,46.9268,-122.8328
53071,6067,29,38.4488,-121.3445,46.2297,-118.4786
53073,6067,24,38.4488,-121.3445,48.8256,-121.7206
53075,6067,3,38.4488,-121.3445,46.9013,-117.523
53077,6067,137,38.4488,-121.3445,46.4568,-120.7387
41005,6069,13,36.6056,-121.0752,45.1879,-122.2203
41029,6069,14,36.6056,-121.0752,42.4321,-122.7283
41047,6069,14,36.6056,-121.0752,44.9032,-122.5846
53005,6069,7,36.6056,-121.0752,46.2396,-119.5112
53033,6069,15,36.6056,-121.0752,47.49,-121.8065
41003,6071,32,34.8416,-116.1786,44.4917,-123.4285
41005,6071,66,34.8416,-116.1786,45.1879,-122.2203
41007,6071,3,34.8416,-116.1786,45.9948,-123.6562
41011,6071,2,34.8416,-116.1786,43.1742,-124.0597
41015,6071,5,34.8416,-116.1786,42.4576,-124.1563
41017,6071,50,34.8416,-116.1786,43.9146,-121.2269
41019,6071,3,34.8416,-116.1786,43.2795,-123.1666
41025,6071,9,34.8416,-116.1786,43.0641,-118.9678
41029,6071,3,34.8416,-116.1786,42.4321,-122.7283
41033,6071,67,34.8416,-116.1786,42.3652,-123.5556
41035,6071,2,34.8416,-116.1786,42.6863,-121.65
41039,6071,130,34.8416,-116.1786,43.9386,-122.8473
41043,6071,5,34.8416,-116.1786,44.4887,-122.5341
41045,6071,3,34.8416,-116.1786,43.1935,-117.6231
41047,6071,374,34.8416,-116.1786,44.9032,-122.5846
41051,6071,194,34.8416,-116.1786,45.5465,-122.4147
41065,6071,9,34.8416,-116.1786,45.1602,-121.1676
41067,6071,211,34.8416,-116.1786,45.5598,-123.0983
41071,6071,58,34.8416,-116.1786,45.2326,-123.3078
16001,6071,217,34.8416,-116.1786,43.4508,-116.2413
16003,6071,7,34.8416,-116.1786,44.8894,-116.4539
16011,6071,149,34.8416,-116.1786,43.2165,-112.3979
16015,6071,1,34.8416,-116.1786,43.9891,-115.7302
16017,6071,44,34.8416,-116.1786,48.3001,-116.6014
16019,6071,162,34.8416,-116.1786,43.388,-111.6148
16023,6071,4,34.8416,-116.1786,43.7226,-113.1721
16027,6071,83,34.8416,-116.1786,43.6249,-116.7093
16031,6071,30,34.8416,-116.1786,42.2838,-113.6012
16035,6071,5,34.8416,-116.1786,46.6736,-115.6564
16041,6071,4,34.8416,-116.1786,42.1812,-111.8132
16043,6071,7,34.8416,-116.1786,44.229,-111.4821
16051,6071,11,34.8416,-116.1786,43.8203,-112.312
16055,6071,17,34.8416,-116.1786,47.6743,-116.7018
16057,6071,322,34.8416,-116.1786,46.8156,-116.7116
16059,6071,38,34.8416,-116.1786,44.9436,-113.9336
16065,6071,21,34.8416,-116.1786,43.7843,-111.6604
16069,6071,16,34.8416,-116.1786,46.327,-116.7499
16083,6071,1,34.8416,-116.1786,42.3562,-114.6682
53005,6071,88,34.8416,-116.1786,46.2396,-119.5112
53011,6071,105,34.8416,-116.1786,45.7793,-122.4826
53017,6071,17,34.8416,-116.1786,47.7363,-119.6915
53029,6071,14,34.8416,-116.1786,48.1638,-122.5494
53031,6071,40,34.8416,-116.1786,47.749,-123.5939
53033,6071,446,34.8416,-116.1786,47.49,-121.8065
53035,6071,142,34.8416,-116.1786,47.6134,-122.6734
53043,6071,11,34.8416,-116.1786,47.5763,-118.4187
53047,6071,3,34.8416,-116.1786,48.5488,-119.7408
53049,6071,2,34.8416,-116.1786,46.5553,-123.7047
53053,6071,318,34.8416,-116.1786,47.0267,-122.1116
53057,6071,32,34.8416,-116.1786,48.4795,-121.7327
53061,6071,181,34.8416,-116.1786,48.0476,-121.6979
53063,6071,116,34.8416,-116.1786,47.6207,-117.404
53067,6071,13,34.8416,-116.1786,46.9268,-122.8328
53071,6071,46,34.8416,-116.1786,46.2297,-118.4786
53073,6071,8,34.8416,-116.1786,48.8256,-121.7206
53075,6071,21,34.8416,-116.1786,46.9013,-117.523
53077,6071,79,34.8416,-116.1786,46.4568,-120.7387
41003,6073,144,33.0339,-116.7354,44.4917,-123.4285
41005,6073,164,33.0339,-116.7354,45.1879,-122.2203
41007,6073,24,33.0339,-116.7354,45.9948,-123.6562
41009,6073,13,33.0339,-116.7354,45.9437,-123.0891
41011,6073,20,33.0339,-116.7354,43.1742,-124.0597
41015,6073,64,33.0339,-116.7354,42.4576,-124.1563
41017,6073,109,33.0339,-116.7354,43.9146,-121.2269
41019,6073,156,33.0339,-116.7354,43.2795,-123.1666
41027,6073,14,33.0339,-116.7354,45.5193,-121.6514
41029,6073,143,33.0339,-116.7354,42.4321,-122.7283
41031,6073,17,33.0339,-116.7354,44.6294,-121.1764
41033,6073,110,33.0339,-116.7354,42.3652,-123.5556
41035,6073,45,33.0339,-116.7354,42.6863,-121.65
41037,6073,50,33.0339,-116.7354,42.793,-120.3872
41039,6073,674,33.0339,-116.7354,43.9386,-122.8473
41041,6073,5,33.0339,-116.7354,44.6418,-123.8681
41043,6073,13,33.0339,-116.7354,44.4887,-122.5341
41047,6073,158,33.0339,-116.7354,44.9032,-122.5846
41051,6073,478,33.0339,-116.7354,45.5465,-122.4147
41053,6073,19,33.0339,-116.7354,44.9035,-123.4131
41057,6073,22,33.0339,-116.7354,45.4634,-123.7128
41059,6073,39,33.0339,-116.7354,45.5916,-118.7366
41065,6073,12,33.0339,-116.7354,45.1602,-121.1676
41067,6073,549,33.0339,-116.7354,45.5598,-123.0983
41071,6073,104,33.0339,-116.7354,45.2326,-123.3078
16001,6073,435,33.0339,-116.7354,43.4508,-116.2413
16005,6073,37,33.0339,-116.7354,42.6683,-112.2244
16009,6073,5,33.0339,-116.7354,47.2169,-116.6588
16015,6073,9,33.0339,-116.7354,43.9891,-115.7302
16017,6073,27,33.0339,-116.7354,48.3001,-116.6014
16019,6073,70,33.0339,-116.7354,43.388,-111.6148
16027,6073,30,33.0339,-116.7354,43.6249,-116.7093
16029,6073,8,33.0339,-116.7354,42.7706,-111.5624
16039,6073,6,33.0339,-116.7354,43.3538,-115.4695
16055,6073,183,33.0339,-116.7354,47.6743,-116.7018
16057,6073,17,33.0339,-116.7354,46.8156,-116.7116
16063,6073,6,33.0339,-116.7354,43.0023,-114.1384
16065,6073,83,33.0339,-116.7354,43.7843,-111.6604
16067,6073,19,33.0339,-116.7354,42.8542,-113.6376
16069,6073,22,33.0339,-116.7354,46.327,-116.7499
16073,6073,13,33.0339,-116.7354,42.5814,-116.1699
16079,6073,14,33.0339,-116.7354,47.3532,-115.8925
16083,6073,5,33.0339,-116.7354,42.3562,-114.6682
16085,6073,14,33.0339,-116.7354,44.7664,-115.5665
16087,6073,10,33.0339,-116.7354,44.4527,-116.7851
53001,6073,29,33.0339,-116.7354,46.9837,-118.5604
53003,6073,7,33.0339,-116.7354,46.1918,-117.2027
53005,6073,67,33.0339,-116.7354,46.2396,-119.5112
53009,6073,197,33.0339,-116.7354,48.0491,-123.9274
53011,6073,396,33.0339,-116.7354,45.7793,-122.4826
53015,6073,8,33.0339,-116.7354,46.1935,-122.6809
53019,6073,6,33.0339,-116.7354,48.4704,-118.5165
53025,6073,64,33.0339,-116.7354,47.2056,-119.4516
53027,6073,4,33.0339,-116.7354,47.1498,-123.7732
53029,6073,346,33.0339,-116.7354,48.1638,-122.5494
53031,6073,15,33.0339,-116.7354,47.749,-123.5939
53033,6073,"1,853",33.0339,-116.7354,47.49,-121.8065
53035,6073,"1,815",33.0339,-116.7354,47.6134,-122.6734
53037,6073,42,33.0339,-116.7354,47.1245,-120.6796
53045,6073,179,33.0339,-116.7354,47.348,-123.1921
53047,6073,14,33.0339,-116.7354,48.5488,-119.7408
53053,6073,534,33.0339,-116.7354,47.0267,-122.1116
53055,6073,21,33.0339,-116.7354,48.5786,-122.9535
53057,6073,67,33.0339,-116.7354,48.4795,-121.7327
53061,6073,529,33.0339,-116.7354,48.0476,-121.6979
53063,6073,137,33.0339,-116.7354,47.6207,-117.404
53065,6073,11,33.0339,-116.7354,48.3989,-117.8551
53067,6073,60,33.0339,-116.7354,46.9268,-122.8328
53071,6073,1,33.0339,-116.7354,46.2297,-118.4786
53073,6073,227,33.0339,-116.7354,48.8256,-121.7206
53075,6073,58,33.0339,-116.7354,46.9013,-117.523
53077,6073,28,33.0339,-116.7354,46.4568,-120.7387
41001,6075,13,37.7567,-122.4397,44.7091,-117.6755
41003,6075,4,37.7567,-122.4397,44.4917,-123.4285
41005,6075,59,37.7567,-122.4397,45.1879,-122.2203
41011,6075,35,37.7567,-122.4397,43.1742,-124.0597
41015,6075,12,37.7567,-122.4397,42.4576,-124.1563
41019,6075,1,37.7567,-122.4397,43.2795,-123.1666
41029,6075,35,37.7567,-122.4397,42.4321,-122.7283
41037,6075,20,37.7567,-122.4397,42.793,-120.3872
41039,6075,6,37.7567,-122.4397,43.9386,-122.8473
41047,6075,18,37.7567,-122.4397,44.9032,-122.5846
41051,6075,789,37.7567,-122.4397,45.5465,-122.4147
41065,6075,19,37.7567,-122.4397,45.1602,-121.1676
41067,6075,54,37.7567,-122.4397,45.5598,-123.0983
41071,6075,9,37.7567,-122.4397,45.2326,-123.3078
16051,6075,17,37.7567,-122.4397,43.8203,-112.312
16057,6075,8,37.7567,-122.4397,46.8156,-116.7116
53005,6075,36,37.7567,-122.4397,46.2396,-119.5112
53011,6075,42,37.7567,-122.4397,45.7793,-122.4826
53015,6075,7,37.7567,-122.4397,46.1935,-122.6809
53033,6075,"1,086",37.7567,-122.4397,47.49,-121.8065
53035,6075,11,37.7567,-122.4397,47.6134,-122.6734
53053,6075,52,37.7567,-122.4397,47.0267,-122.1116
53055,6075,4,37.7567,-122.4397,48.5786,-122.9535
53057,6075,80,37.7567,-122.4397,48.4795,-121.7327
53061,6075,139,37.7567,-122.4397,48.0476,-121.6979
53067,6075,29,37.7567,-122.4397,46.9268,-122.8328
53073,6075,46,37.7567,-122.4397,48.8256,-121.7206
53075,6075,9,37.7567,-122.4397,46.9013,-117.523
41003,6077,25,37.9345,-121.271,44.4917,-123.4285
41005,6077,11,37.9345,-121.271,45.1879,-122.2203
41013,6077,6,37.9345,-121.271,44.1422,-120.356
41015,6077,44,37.9345,-121.271,42.4576,-124.1563
41019,6077,85,37.9345,-121.271,43.2795,-123.1666
41029,6077,203,37.9345,-121.271,42.4321,-122.7283
41033,6077,51,37.9345,-121.271,42.3652,-123.5556
41035,6077,8,37.9345,-121.271,42.6863,-121.65
41039,6077,22,37.9345,-121.271,43.9386,-122.8473
41041,6077,9,37.9345,-121.271,44.6418,-123.8681
41047,6077,31,37.9345,-121.271,44.9032,-122.5846
41051,6077,11,37.9345,-121.271,45.5465,-122.4147
41055,6077,4,37.9345,-121.271,45.4052,-120.6894
41057,6077,4,37.9345,-121.271,45.4634,-123.7128
41061,6077,36,37.9345,-121.271,45.3105,-118.009
41067,6077,29,37.9345,-121.271,45.5598,-123.0983
41071,6077,8,37.9345,-121.271,45.2326,-123.3078
16001,6077,36,37.9345,-121.271,43.4508,-116.2413
16019,6077,36,37.9345,-121.271,43.388,-111.6148
16053,6077,10,37.9345,-121.271,42.6899,-114.2645
16055,6077,1,37.9345,-121.271,47.6743,-116.7018
16057,6077,19,37.9345,-121.271,46.8156,-116.7116
16069,6077,28,37.9345,-121.271,46.327,-116.7499
16073,6077,9,37.9345,-121.271,42.5814,-116.1699
16087,6077,9,37.9345,-121.271,44.4527,-116.7851
53005,6077,57,37.9345,-121.271,46.2396,-119.5112
53011,6077,51,37.9345,-121.271,45.7793,-122.4826
53013,6077,20,37.9345,-121.271,46.2971,-117.9067
53017,6077,27,37.9345,-121.271,47.7363,-119.6915
53021,6077,17,37.9345,-121.271,46.535,-118.8986
53025,6077,6,37.9345,-121.271,47.2056,-119.4516
53033,6077,179,37.9345,-121.271,47.49,-121.8065
53035,6077,36,37.9345,-121.271,47.6134,-122.6734
53037,6077,57,37.9345,-121.271,47.1245,-120.6796
53053,6077,57,37.9345,-121.271,47.0267,-122.1116
53061,6077,42,37.9345,-121.271,48.0476,-121.6979
53063,6077,32,37.9345,-121.271,47.6207,-117.404
53067,6077,13,37.9345,-121.271,46.9268,-122.8328
53073,6077,14,37.9345,-121.271,48.8256,-121.7206
53077,6077,27,37.9345,-121.271,46.4568,-120.7387
41005,6079,4,35.387,-120.4042,45.1879,-122.2203
41007,6079,9,35.387,-120.4042,45.9948,-123.6562
41009,6079,3,35.387,-120.4042,45.9437,-123.0891
41011,6079,17,35.387,-120.4042,43.1742,-124.0597
41035,6079,29,35.387,-120.4042,42.6863,-121.65
41039,6079,73,35.387,-120.4042,43.9386,-122.8473
41041,6079,5,35.387,-120.4042,44.6418,-123.8681
41047,6079,14,35.387,-120.4042,44.9032,-122.5846
41051,6079,134,35.387,-120.4042,45.5465,-122.4147
41065,6079,8,35.387,-120.4042,45.1602,-121.1676
41067,6079,8,35.387,-120.4042,45.5598,-123.0983
16001,6079,23,35.387,-120.4042,43.4508,-116.2413
16017,6079,17,35.387,-120.4042,48.3001,-116.6014
16027,6079,61,35.387,-120.4042,43.6249,-116.7093
16035,6079,11,35.387,-120.4042,46.6736,-115.6564
16057,6079,9,35.387,-120.4042,46.8156,-116.7116
16065,6079,165,35.387,-120.4042,43.7843,-111.6604
53007,6079,20,35.387,-120.4042,47.8692,-120.6189
53011,6079,155,35.387,-120.4042,45.7793,-122.4826
53027,6079,34,35.387,-120.4042,47.1498,-123.7732
53033,6079,62,35.387,-120.4042,47.49,-121.8065
53053,6079,47,35.387,-120.4042,47.0267,-122.1116
53063,6079,19,35.387,-120.4042,47.6207,-117.404
53075,6079,17,35.387,-120.4042,46.9013,-117.523
53077,6079,36,35.387,-120.4042,46.4568,-120.7387
41003,6081,16,37.423,-122.3289,44.4917,-123.4285
41005,6081,72,37.423,-122.3289,45.1879,-122.2203
41009,6081,2,37.423,-122.3289,45.9437,-123.0891
41011,6081,37,37.423,-122.3289,43.1742,-124.0597
41017,6081,48,37.423,-122.3289,43.9146,-121.2269
41029,6081,6,37.423,-122.3289,42.4321,-122.7283
41033,6081,14,37.423,-122.3289,42.3652,-123.5556
41035,6081,9,37.423,-122.3289,42.6863,-121.65
41039,6081,116,37.423,-122.3289,43.9386,-122.8473
41051,6081,149,37.423,-122.3289,45.5465,-122.4147
41067,6081,37,37.423,-122.3289,45.5598,-123.0983
16001,6081,20,37.423,-122.3289,43.4508,-116.2413
16055,6081,2,37.423,-122.3289,47.6743,-116.7018
16065,6081,5,37.423,-122.3289,43.7843,-111.6604
53005,6081,17,37.423,-122.3289,46.2396,-119.5112
53009,6081,12,37.423,-122.3289,48.0491,-123.9274
53011,6081,52,37.423,-122.3289,45.7793,-122.4826
53027,6081,12,37.423,-122.3289,47.1498,-123.7732
53029,6081,28,37.423,-122.3289,48.1638,-122.5494
53033,6081,585,37.423,-122.3289,47.49,-121.8065
53035,6081,150,37.423,-122.3289,47.6134,-122.6734
53053,6081,81,37.423,-122.3289,47.0267,-122.1116
53061,6081,96,37.423,-122.3289,48.0476,-121.6979
53063,6081,6,37.423,-122.3289,47.6207,-117.404
53067,6081,41,37.423,-122.3289,46.9268,-122.8328
53073,6081,21,37.423,-122.3289,48.8256,-121.7206
41005,6083,1,34.6714,-120.0151,45.1879,-122.2203
41007,6083,13,34.6714,-120.0151,45.9948,-123.6562
41015,6083,1,34.6714,-120.0151,42.4576,-124.1563
41019,6083,1,34.6714,-120.0151,43.2795,-123.1666
41029,6083,32,34.6714,-120.0151,42.4321,-122.7283
41033,6083,15,34.6714,-120.0151,42.3652,-123.5556
41035,6083,6,34.6714,-120.0151,42.6863,-121.65
41039,6083,32,34.6714,-120.0151,43.9386,-122.8473
41041,6083,14,34.6714,-120.0151,44.6418,-123.8681
41047,6083,55,34.6714,-120.0151,44.9032,-122.5846
41051,6083,158,34.6714,-120.0151,45.5465,-122.4147
